,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
247,Analyst - Analytics and Data Science,$70T (Employer Est.),"Awarded a Healthiest Employer, Blue Cross Blue Shield of Arizona aims to fulfill its mission to inspire health and make it easy. BCBSAZ offers a variety of health insurance products and services to meet the diverse needs of individuals, families, and small and large businesses as well as providing information and tools to help individuals make better health decisions.
Blue Cross Blue Shield of Arizona (BCBSAZ) is urgently hiring entry, mid, and senior-level Analytics and Data Science Analysts to provide strategic analysis that impacts business decisions, improves efficiency, and drives innovation.

In this role, you will perform data extraction, healthcare cost analysis, analytical model development, as well as production of various reports to support corporate strategies and initiatives.

What to Expect

Pay starting at $70,000 + depending on experience.",4.1,"Blue Cross Blue Shield of Arizona
4.1","Phoenix, AZ",1001 to 5000 Employees,1939,Non-profit Organisation,Insurance Carriers,Insurance,Unknown / Non-Applicable
248,"Associate Engineer, Data Science",Easy Apply,"Company Description

We're Nagarro.

We are a digital product engineering company that is scaling in a big way! We build products, services, and experiences that inspire, excite, and delight. We work at scale — across all devices and digital mediums, and our people exist everywhere in the world (18,000+ experts across 33 countries, to be exact). Our work culture is dynamic and non-hierarchical. We're looking for great new colleagues. That's where you come in!

Job Description

You have begun to prove your worth in our industry! How has the experience been so far? We hope it has been rewarding. At Nagarro, we want to take the word “hope” out of that sentence. At Nagarro, if you are ready to take the next step, we are ready to take you to the next level. Want to work with the coolest tech, the brightest minds, and be able to solve the most challenging problems, then look no further.

Additional Information

Click here to access the application privacy notice",4.2,"Nagarro
4.2",Remote,10000+ Employees,1996,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD)
249,Data Analyst,$80T - $1L (Employer Est.),"POSTING NUMBER: #1648
POSITION TITLE: Data Analyst
CLOSING DATE: Until Filled
LOCATION: Remote, USA

The Public Health Institute (PHI) is an independent, nonprofit organization dedicated to promoting health, well-being, and quality of life for people throughout California, across the nation and around the world. As one of the largest and most comprehensive public health organizations in the nation, we are at the forefront of research and innovations to improve the efficacy of public health statewide, nationally, and internationally.

Position Summary",4.1,"Public Health Institute
4.1",Remote,501 to 1000 Employees,1964,Non-profit Organisation,Grantmaking & Charitable Foundations,Non-profit & NGO,$25 to $50 million (USD)
250,Data Scientist,$61T - $1L (Employer Est.),"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: We are seeking an exceptional data scientist with a passion for data insights and relentless focus on execution: • You are curious and inquisitive: love digging into data and uncovering insights • You are hyper-analytical and intellectually honest, truly believing in data-driven decisions and communicating your ideas through storytelling • You are a highly motivated, result-oriented self-starter, enjoy working in a fast-paced environment, and can deliver successful results with minimal guidance
Job Description:
Your day to day:
PayPal is committed to fair and equitable compensation practices.

Actual Compensation is based on various factors including but not limited to work location, and relevant skills and experience.

The total compensation for this practice may include an annual performance bonus (or other incentive compensation, as applicable), equity, and medical, dental, vision, and other benefits. For more information, visit https://www.paypalbenefits.com.

The U.S. national annual pay range for this role is $60900 to $147400",4.0,"PayPal
4.0","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
251,Data Analyst,$76T - $1L (Glassdoor Est.),"What to Expect
Vehicle Design for Reliability Engineering is looking for an exceptional Data Analyst with experience in physical engineering disciplines (mechanical, electrical, materials) to tackle projects in modeling the reliability of new products and technologies in the real-world. As a successful candidate, you will leverage your experience in big data analytics to wrangle test and field data. You will create data pipelines and build interactive visualizations to support cross-functional teams and drive key decisions related to Tesla’s vehicle products.
What You’ll Do
Access and rapidly execute analyses of large datasets through developing customized code and scripting in Python or other programming languages.
Own the construction and management of data workflows and aggregations to support reporting on live data connections.
What You’ll Bring",3.6,"Tesla
3.6","Fremont, CA",10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD)
252,Data Science Engineer,$1L (Employer Est.),"Garner's mission is to transform the healthcare economy, delivering high quality and affordable care for all. By helping employers restructure their healthcare benefit to provide clear incentives and data-driven insights, we direct employees to higher quality and lower cost healthcare providers. The result is that patients get better health outcomes while doctors are rewarded for practicing well, not performing more procedures. We are backed by top-tier venture capital firms, are growing rapidly and looking to expand our team.
We're looking for a Data Science Engineer to join our team. This individual will help us improve our proprietary algorithms that rank individual doctor quality. These algorithms are a key component of the company's product that significantly decreases healthcare costs while improving clinical outcomes. We're looking for someone with a strong track record in building and deploying complex analytics.
Garner is headquartered in NYC. This role can be hybrid or remote.
Responsibilities will include:",3.5,"Garner Health
3.5","New York, NY",51 to 200 Employees,2019,Company - Private,Healthcare Services & Hospitals,Healthcare,Unknown / Non-Applicable
253,Data Scientist I,$95T (Employer Est.),"Overview:
Join Virgin Pulse Today!

Virgin Pulse is the #1 health and wellbeing navigation platform. Our mission is to change lives for good. We empower 14 million users to get and stay healthy every day by making better choices.

We are looking for a Data Scientist I to join our team who embodies our values: People Matter, We Deliver, One Team One Dream, and Grow Forward. By joining us, you will gain access to health and wellbeing resources, an inclusive global network of nearly 2,000 employees, learning development opportunities, and more.
Responsibilities:
Position Summary

The Data Scientist supports the organization's efforts to drive personalization and targeted intervention through solid statistical and modeling skill set. A successful candidate will have a desire for continuous learning and strong interpersonal relationship skills.
Qualifications:",3.4,"VirginPulse
3.4",Remote,1001 to 5000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$25 to $50 million (USD)
254,"Data Science, Analyst",$84T - $1L (Glassdoor Est.),"Department

BSD NEU - Research

About the Department

The Department of Neurology at The University of Chicago Medical Center has a great history and tradition, having made significant contributions to neurological training, clinical care, and the basic understanding of neurological disease.

This at-will position is wholly or partially funded by contractual grant funding which is renewed under provisions set by the grantor of the contract. Employment will be contingent upon the continued receipt of these grant funds and satisfactory job performance.

Job Summary

Under direct supervision, this job performs a broad range of operational activities, which may include collecting, organizing, and analyzing information from the University's various internal data systems as well as from external sources. This job also performs assignments related to data manipulation, statistical applications, programming, analysis and modeling.

This job performs a broad range of operational activities, which may include collecting, organizing, visualizing, and analyzing research data. This job also performs assignments related to data manipulation, statistical applications, programming, analysis and modeling.

This will involve implementing state of the art methodologies for imaging and data analysis. The individual may participate in publications and presentations resulting from the work.

Successful candidates will have a degree in computer science/engineering, biomedical engineering, neuroscience, or a related field. A successful applicant will be proficient in programming (Python or related language); have experience with REDCap; be familiar with scientific-computing such as NumPy, SciPy, and Pandas and neuroimaging libraries such as FreeSurfer, FSL, AFNI, SPM; have the ability to work effectively in a multidisciplinary collaborative environment.


Minimum requirements include a college or university degree in related field.

Minimum requirements include knowledge and skills developed through < 2 years of work experience in a related job discipline.




Research


Individual Contributor


Non-Exempt


Biweekly


40


Yes


No


No


No",4.2,"The University of Chicago
4.2","Chicago, IL",10000+ Employees,1890,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
255,Senior Data Scientist I - Molecular Data Science,$1L - $2L (Employer Est.),"About the Department
The Protein Engineering department is part of Novo Nordisk’s Computational Drug Design (CDD) area where we apply and develop state-of-the-art capabilities in structure-based modelling and AI/ML approaches for drug design. Scientists within CDD collaborate seamlessly with teams across the globe to invent better molecules faster. With an unbiased approach to drug modalities, in-house access to the newest screening techniques, and world-class experimentation, we have a wealth of opportunities to impact our pipeline and ultimately save and improve patient lives. We work in multidisciplinary, highly collaborative discovery teams both locally and across Novo Nordisk’s global network to invent novel medicines by applying advanced computational techniques and developing innovative computational methods. We also engage in external collaborations to ensure access to cutting edge research and technology.
The Protein Engineering team is focusing on the design of biopharmaceutical proteins such as protein minibinder and protein replacement therapies, using Molecular Modelling and Machine Learning approaches. We collaborate closely with our experimental colleagues in early research to improve and accelerate the design of new drug candidates. With a team of scientists located in Denmark, United States and potentially also United Kingdom, we strive to deliver the latest advancements in protein therapeutics to benefit patient health and global medicine.",4.3,"Novo Nordisk
4.3","Lexington, MA",10000+ Employees,1923,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
256,Data Scientist (1:2),$80T - $1L (Glassdoor Est.),"Job Description

As a Data Scientist at PRGX, you will be a contributing member of the technical team configuring and transforming complex data to solve our client’s challenges with the content published through PRGX’s subscription solution. The Data Scientist should be able to individually solve problems of high complexity while assisting/guiding other technical team members through their experience in problem resolution. They should be able to understand the business problem to be solved and should be skilled at extracting, transforming, and analyzing data using a variety of common analytical tools. The Data Scientist should be able to present findings in a compelling manner to business and non-technical audience. The position requires a team player that seeks to supplement their skills through the use of project experience, self-study, and ongoing training.

Required Qualifications:",3.7,"PRGX Global, Inc
3.7","Atlanta, GA",1001 to 5000 Employees,1996,Company - Public,Accounting & Tax,Finance,$25 to $50 million (USD)
257,Data Science Analyst,$75T - $1L (Employer Est.),"Claritas Rx is a digital health venture that brings clarity to the challenges of specialty biopharmaceutical products in the marketplace. In today’s highly complex specialty networks, our mission is to illuminate the patient experience beyond the clinical trial. Claritas Rx leverages a proprietary technology platform and deep manufacturer expertise to automate and integrate channel, commercial, and clinical data and help biopharmaceutical companies generate actionable business insights. Our work uncovers the real-world variables impacting patient access, duration of therapy, and other metrics key to commercial success, making a real impact on patient healthcare.
The Position
Claritas Rx has a nimble Silicon Valley start-up culture. We are looking to build a strong team of domain experts that can help scale a premier channel management solution.

At Claritas Rx, Data Scientists work with our Customer Success and product teams to design, build, and deploy advanced analytics models to support our product and customers’ business needs. Data Scientists also support Customer Success in analytics consulting engagements and develop custom features. Claritas Data Scientists perform a range of activities that include data analytics, model building, presentation and delivery of results. Our Data Scientists are active advisors to both our customers and our product team: they are data curious, enjoy analytical problem solving, are learning-oriented and enjoy coaching and collaborating with other team members to solve a variety of business problems. The ideal candidate for this position is a self-starter, intellectually curious, result-oriented and thrives in a fast-paced entrepreneurial environment.",4.9,"Claritas Rx Inc.
4.9","South San Francisco, CA",51 to 200 Employees,2011,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
258,Data Science Admissions Specialist (Part-time),$18.00 Per hour (Employer Est.),"What is Pathrise?
Pathrise (YC W18) connects job seekers across North America to world class industry mentorship and career coaching to help them land a new career. The program is free upfront and our customers pay us back when they’re hired.

Built around aligned incentives, we help build equity in the job search process by providing 1-on-1 mentorship, training, and a platform to uplift job seekers and ultimately, help them fulfill their hopes, ambitions, and livelihoods. We’ve already helped more than a thousand fellows land meaningful jobs, and helped them earn over $100M in salary.

In 2022 we raised our Series B and there is even more exciting growth on the horizon. That year we expanded from 6 to 14 industries, launched a tiered pricing system with differentiated product offerings, and much more.

Our Mission",4.7,"Pathrise
4.7",Remote,51 to 200 Employees,2017,Company - Private,Education Support & Training Services,Education,$1 to $5 million (USD)
259,Data Scientist - Hybrid,$75T - $1L (Glassdoor Est.),"Company Description

At Spear, our mission is to help dentists and their teams pursue and achieve “Great Dentistry.” Spear drives dental practice growth by advancing our clients clinical skills, improving their practice management capabilities and enhancing the patient experience by leveraging both our deep dental expertise and our technology forward solutions. We offer holistic solutions that include a full learning management system, a practice consulting service supported by a robust analytics platform and industry experts, and patient engagement tools that complement the normal workflows within a dental practice. In addition, we deliver live, collaborative education led by the brightest clinical and business minds in dentistry through virtual seminars and events, as well as through hands on learning opportunities at our state-of-the-art campus in scenic North Scottsdale. Discover how you can join our diverse and talented team and make an impact at one of the most dynamic companies in Arizona.",3.9,"Spear Education
3.9","Scottsdale, AZ",201 to 500 Employees,2008,Company - Private,Education Support & Training Services,Education,Unknown / Non-Applicable
260,Data Scientist - Data Science and Engineering - US Remote,$1L - $2L (Employer Est.),"Career Category
Information Systems
Job Description
HOW MIGHT YOU DEFY IMAGINATION?
You’ve worked hard to become the professional you are today and are now ready to take the next step in your career. How will you put your skills, experience and passion to work toward your goals? At Amgen, our shared mission—to serve patients—drives all that we do. It is key to our becoming one of the world’s leading biotechnology companies, reaching over 10 million patients worldwide. Come do your best work alongside other innovative, driven professionals in this meaningful role.
Data Scientist
Live
What you will do
Let’s do this. Let’s change the world. In this vital role you will contribute to this mission by initiating Artificial Intelligence use cases, delivering solutions with measurable impact, catalyzing the adoption of solutions, and generally helping de-risk AI innovation across the company.
.
135,935.00 USD - 163,269.00 USD",4.1,"Amgen
4.1","Los Angeles, CA",10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
261,Senior Data Science Analyst (multiple openings) - IHM,$81T - $1L (Glassdoor Est.),"About This Role
Discover. A brighter future.
With us, you’ll do meaningful work from Day 1. Our collaborative culture is built on three core behaviors: We Play to Win, We Get Better Every Day & We Succeed Together. And we mean it — we want you to grow and make a difference at one of the world's leading digital banking and payments companies. We value what makes you unique so that you have an opportunity to shine.
Come build your future, while being the reason millions of people find a brighter financial future with Discover.
Job Description:
Employer: Discover Products Inc.
The base pay for this position generally ranges between to . Additional incentives may be provided as part of a market competitive total compensation package. Factors, such as but not limited to, geographical location, relevant experience, education, and skill level may impact the pay for this position.",3.9,"Discover Financial Services
3.9","Riverwoods, IL",10000+ Employees,1985,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
262,Junior Data Scientist,$80T - $90T (Employer Est.),"As a Junior Data Scientist, you will help support the Senior Data Scientist in analysis and research, and machine learning modeling that is underpinning new and current products. Additionally, the Junior Data Scientist will support the Data Engineer in building new data pipelines including new ETL functions.
Essential Duties/Responsibilities

Data Analysis
Data Research
Partner with Sr. Data Scientist to build pipelines for new functions
Resolve issues
Troubleshooting",3.5,"SoundThinking, Inc.
3.5","Fremont, CA",201 to 500 Employees,1996,Company - Public,Software Development,Information Technology,$25 to $50 million (USD)
263,Data Engineer,$58T - $1L (Employer Est.),"The Opportunity:
Ever-expanding technology like IoT, machine learning, and artificial intelligence means that there’s more structured and unstructured data available today than ever before. As a data engineer, you know that organizing big data can yield pivotal insights when it’s gathered from disparate sources. We need a data professional like you to help our clients find answers in their big data to impact important missions—from fraud detection to cancer research to national intelligence. As a big data engineer at Booz Allen, you’ll use your skills and experience to implement data engineering activities on some of the most mission-driven projects in the industry. You’ll develop and deploy the pipelines and platforms that organize and make disparate data meaningful.
Here, you’ll work with a multi-disciplinary team of analysts, data engineers, developers, and data consumers in a fast-paced, agile environment. You’ll sharpen your skills in analytical exploration and data examination while you support the assessment, design, developing, and maintenance of scalable platforms for your clients. This position is located in Aiea, Hawaii.
Salary at Booz Allen is determined by various factors, including but not limited to location, the individual’s particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. The projected compensation range for this position is $58,300.00 to $133,000.00 (annualized USD). The estimate displayed represents the typical salary range for this position and is just one component of Booz Allen’s total compensation package for employees.",4.2,"Booz Allen Hamilton
4.2","Camp H M Smith, HI",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD)
264,Lead Data Scientist,Easy Apply,"Senior/Lead Data Scientist
FinchAI is a fast-growing, fast-paced software development organization; our mission is to build new ways of interacting with information. We do that by leveraging game-changing intellectual property and a staff that is second to none. Together, we build and support products that address complex, real-time data and analytics needs in the enterprise.
Responsibilities:
Design, develop and evaluate machine learning models suitable for text analytics tasks such as extraction, disambiguation and classification
Contribute to the design of solutions that fit the business problem, may include custom algorithm development
Develop new features for existing products, implement proof of concept and prototypes
Work closely with product development teams and product stakeholders following an Agile product development methodology",3.3,"Finch Computing
3.3",Remote,1 to 50 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
265,Data Scientist,Easy Apply,"Anika Systems is looking for a passionate and talented Data Scientist to join our expanding Federal team. We are a fast-growing woman-owned small business providing innovative IT solutions for federal government agencies. This opportunity will be 100% remote.
Responsibilities:

Involved in the analysis of unstructured and semi-structured data, including latent semantic indexing (LSI), entity identification and tagging, complex event processing (CEP), and the application of analysis algorithms on distributed, clustered, and cloud-based high-performance infrastructures.

Exercises creativity in applying non-traditional approaches to large-scale analysis of unstructured data in support of high-value use cases visualized through multi-dimensional interfaces. Handle processing and index requests against high-volume collections of data and high-velocity data streams.",4.5,"Anika Systems
4.5",Remote,51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
266,Data Science,$1L - $2L (Employer Est.),"Company Overview: Pueo is known for bringing the best talent and unique tools to every opportunity. Pueo's Parliament (aka workforce) is composed of professionals who are seeking the opportunity to work in a small business with a flat organization that thrives on career development and independence. In support of mission and professional growth, our Parliament has supported the development of multiple patents, proprietary tools, and applications as well as trademarked processes.

Role: Pueo Business Solutions is looking for a Data Science SME to support a DoD customer in Quantico. As part of the Pueo team you will be responsible for the data building data models to support decision making.

Qualifications:",4.9,"Pueo Business Solutions
4.9","Quantico, VA",51 to 200 Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
267,"Data Scientist, Junior",$58T - $1L (Employer Est.),"The Opportunity:
As a data scientist, you’re excited at the prospect of unlocking the secrets held by a data set, and you’re fascinated by the possibilities presented by IoT, machine learning, and artificial intelligence. In an increasingly connected world, massive amounts of structured and unstructured data open new opportunities. As a data scientist at Booz Allen, you can help turn these complex data sets into useful information to solve global challenges. Across private and public sectors—from fraud detection to cancer research to national intelligence—we need you to help find the answers in the data.
On our team, you’ll use your analytical skills to help create real-world impact. You’ll work closely with clients to understand their questions and needs, and then dig into their data-rich environments to find the pieces of their information puzzle. You’ll work with and learn from your teammates as you develop algorithms and systems. You’ll use the right combination of tools and frameworks to turn sets of disparate data points into objective answers so that your clients can make informed decisions. Ultimately, you’ll provide a deep understanding of the data, what it all means, and how it can be used. Due to the nature of work performed within this facility, U.S. citizenship is required.
Salary at Booz Allen is determined by various factors, including but not limited to location, the individual’s particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. The projected compensation range for this position is $58,400.00 to $133,000.00 (annualized USD). The estimate displayed represents the typical salary range for this position and is just one component of Booz Allen’s total compensation package for employees.",4.2,"Booz Allen Hamilton
4.2","McLean, VA",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD)
268,Analyst - Analytics and Data Science,$70T (Employer Est.),"Awarded a Healthiest Employer, Blue Cross Blue Shield of Arizona aims to fulfill its mission to inspire health and make it easy. BCBSAZ offers a variety of health insurance products and services to meet the diverse needs of individuals, families, and small and large businesses as well as providing information and tools to help individuals make better health decisions.
Blue Cross Blue Shield of Arizona (BCBSAZ) is urgently hiring entry, mid, and senior-level Analytics and Data Science Analysts to provide strategic analysis that impacts business decisions, improves efficiency, and drives innovation.

In this role, you will perform data extraction, healthcare cost analysis, analytical model development, as well as production of various reports to support corporate strategies and initiatives.

What to Expect

Pay starting at $70,000 + depending on experience.",4.1,"Blue Cross Blue Shield of Arizona
4.1","Phoenix, AZ",1001 to 5000 Employees,1939,Non-profit Organisation,Insurance Carriers,Insurance,Unknown / Non-Applicable
269,Data Science Engineer,$1L (Employer Est.),"Garner's mission is to transform the healthcare economy, delivering high quality and affordable care for all. By helping employers restructure their healthcare benefit to provide clear incentives and data-driven insights, we direct employees to higher quality and lower cost healthcare providers. The result is that patients get better health outcomes while doctors are rewarded for practicing well, not performing more procedures. We are backed by top-tier venture capital firms, are growing rapidly and looking to expand our team.
We're looking for a Data Science Engineer to join our team. This individual will help us improve our proprietary algorithms that rank individual doctor quality. These algorithms are a key component of the company's product that significantly decreases healthcare costs while improving clinical outcomes. We're looking for someone with a strong track record in building and deploying complex analytics.
Garner is headquartered in NYC. This role can be hybrid or remote.
Responsibilities will include:",3.5,"Garner Health
3.5","New York, NY",51 to 200 Employees,2019,Company - Private,Healthcare Services & Hospitals,Healthcare,Unknown / Non-Applicable
270,Data Analytics Specialist 1,$62T - $94T (Employer Est.),"THE POSITION
Are you a critical thinker? Do you have a strong attention to detail? If so, Department of Health is looking for a Data Analytics Specialist 1 to join our organization. This position provides highly complex and technical work associated with development of performance metrics, detailed analysis and evaluation of data, fiscal information, and performance metrics in relation to the Centers for Disease Control and Prevention (CDC) Public Health Infrastructure and Workforce Development (WFD) grant.

If this sounds like a good fit and you meet the requirements of the position, we want to hear from you. Apply today!

DESCRIPTION OF WORK
In this position, you will lead program evaluation and performance measurement for all WFD grant activities under Strategies A1 – A3, provides support to the WFD Team, the Local Health Department (LHD) Team and other bureaus and offices in the department in relation to the WFD grant, and facilitates progress reporting. You will be required to stay up-to-date on all federal requirements of the WFD grant, develop performance metrics, design and conduct formal reviews of existing WFD programs, provide analysis and evaluation to determine areas of successes and those areas needing improvement, monitor spending at various levels, and performing monthly fiscal analysis and reconciling discrepancies.

Interested in learning more? Additional details regarding this position can be found in the position description.",3.3,"Commonwealth of PA
3.3","Dauphin, PA",10000+ Employees,1788,Government,Regional Agencies,Government & Public Administration,Unknown / Non-Applicable
271,Technical Professional - Data Science (Associate - Senior),$57T - $90T (Glassdoor Est.),"We are looking for the right people — people who want to innovate, achieve, grow, and lead. We attract and retain the best talent by investing in our employees and empowering them to develop themselves and their careers. We foster a work environment that’s inclusive as well as diverse, where our people can be themselves. Experience the challenges, rewards, and opportunity of working for one of the world’s largest providers of products and services to the global energy industry.

Job Duties & Responsibilities:
Under general supervision, an Associate Data Scientist will perform basic data engineering, data modeling or model deployment.
An Associate Data Scientist will learn to perform data engineering, including obtaining data from sources, performing simple data exploration, and data cleaning.",3.7,"Halliburton
3.7","Houston, TX",10000+ Employees,1919,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD)
272,Data Analyst,$76T - $1L (Glassdoor Est.),"What to Expect
Vehicle Design for Reliability Engineering is looking for an exceptional Data Analyst with experience in physical engineering disciplines (mechanical, electrical, materials) to tackle projects in modeling the reliability of new products and technologies in the real-world. As a successful candidate, you will leverage your experience in big data analytics to wrangle test and field data. You will create data pipelines and build interactive visualizations to support cross-functional teams and drive key decisions related to Tesla’s vehicle products.
What You’ll Do
Access and rapidly execute analyses of large datasets through developing customized code and scripting in Python or other programming languages.
Own the construction and management of data workflows and aggregations to support reporting on live data connections.
What You’ll Bring",3.6,"Tesla
3.6","Fremont, CA",10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD)
273,"Associate Engineer, Data Science",Easy Apply,"Company Description

We're Nagarro.

We are a digital product engineering company that is scaling in a big way! We build products, services, and experiences that inspire, excite, and delight. We work at scale — across all devices and digital mediums, and our people exist everywhere in the world (18,000+ experts across 33 countries, to be exact). Our work culture is dynamic and non-hierarchical. We're looking for great new colleagues. That's where you come in!

Job Description

You have begun to prove your worth in our industry! How has the experience been so far? We hope it has been rewarding. At Nagarro, we want to take the word “hope” out of that sentence. At Nagarro, if you are ready to take the next step, we are ready to take you to the next level. Want to work with the coolest tech, the brightest minds, and be able to solve the most challenging problems, then look no further.

Additional Information

Click here to access the application privacy notice",4.2,"Nagarro
4.2",Remote,10000+ Employees,1996,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD)
274,"Manager, CRM Data Science Analytics",$2L (Employer Est.),"Job ID: 225743
Location Name: FSC REMOTE SF/NY/DC -173(USA_0173)
Address: FSC, Remote, CA 94105, United States (US)
Job Type: Full Time
Position Type: Regular
Job Function: Information Technology
Remote Eligible:Yes

Company Overview:
At Sephora we inspire our customers, empower our teams, and help them become the best versions of themselves. We create an environment where people are valued, and differences are celebrated. Every day, our teams across the world bring to life our purpose: to expand the way the world sees beauty by empowering the Extra Ordinary in each of us. We are united by a common goal - to .",3.6,"Sephora
3.6","San Francisco, CA",10000+ Employees,1969,Company - Private,Beauty & Personal Accessories Stores,Retail & Wholesale,$2 to $5 billion (USD)
275,Data Science Lead Analyst,$80T - $1L (Glassdoor Est.),"Description

All the benefits and perks you need for you and your family:
Benefits from Day One
Paid Days Off from Day One
Debt-free Education* (Certifications and Degrees without out-of-pocket tuition expense)
Our promise to you:
Joining AdventHealth is about being part of something bigger. It’s about belonging to a community that believes in the wholeness of each person, and serves to uplift others in body, mind and spirit. AdventHealth is a place where you can thrive professionally, and grow spiritually, by Extending the Healing Ministry of Christ. Where you will be valued for who you are and the unique experiences you bring to our purpose-minded team. All while understanding that we are even better.



This facility is an equal opportunity employer and complies with federal, state and local anti-discrimination laws, regulations and ordinances.",3.9,"AdventHealth
3.9","Maitland, FL",1001 to 5000 Employees,1973,Non-profit Organisation,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD)
276,Data Scientist,Easy Apply,"Come party with a million people a day in celebrating important events in their lives! Evite, the world’s leading digital platform, is looking for passionate and creative Data Scientist to join our team in Los Angeles. We are looking for people who will contribute to our mission of bringing people together to celebrate their most important life moments.
Evite’s Analytics & Data Infrastructure team is seeking a Data Scientist to help support the all aspects of our business, with a focus on supporting two key areas: Web/Mobile Products and Online Marketing.
Core Capabilities
Proven track record applying Data Science methodologies to drive improvements to online services and product offerings
Proven track record of turning raw data into meaningful intelligence, presenting to business stakeholders, and driving value for the business. Ability to see the business challenge behind analytics challenges",3.6,"Evite, Inc.
3.6",California,51 to 200 Employees,1998,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable
277,Data Science Analyst,$75T - $1L (Employer Est.),"Claritas Rx is a digital health venture that brings clarity to the challenges of specialty biopharmaceutical products in the marketplace. In today’s highly complex specialty networks, our mission is to illuminate the patient experience beyond the clinical trial. Claritas Rx leverages a proprietary technology platform and deep manufacturer expertise to automate and integrate channel, commercial, and clinical data and help biopharmaceutical companies generate actionable business insights. Our work uncovers the real-world variables impacting patient access, duration of therapy, and other metrics key to commercial success, making a real impact on patient healthcare.
The Position
Claritas Rx has a nimble Silicon Valley start-up culture. We are looking to build a strong team of domain experts that can help scale a premier channel management solution.

At Claritas Rx, Data Scientists work with our Customer Success and product teams to design, build, and deploy advanced analytics models to support our product and customers’ business needs. Data Scientists also support Customer Success in analytics consulting engagements and develop custom features. Claritas Data Scientists perform a range of activities that include data analytics, model building, presentation and delivery of results. Our Data Scientists are active advisors to both our customers and our product team: they are data curious, enjoy analytical problem solving, are learning-oriented and enjoy coaching and collaborating with other team members to solve a variety of business problems. The ideal candidate for this position is a self-starter, intellectually curious, result-oriented and thrives in a fast-paced entrepreneurial environment.",4.9,"Claritas Rx Inc.
4.9","South San Francisco, CA",51 to 200 Employees,2011,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
278,Junior Data Scientist,$80T - $90T (Employer Est.),"As a Junior Data Scientist, you will help support the Senior Data Scientist in analysis and research, and machine learning modeling that is underpinning new and current products. Additionally, the Junior Data Scientist will support the Data Engineer in building new data pipelines including new ETL functions.
Essential Duties/Responsibilities

Data Analysis
Data Research
Partner with Sr. Data Scientist to build pipelines for new functions
Resolve issues
Troubleshooting",3.5,"SoundThinking, Inc.
3.5","Fremont, CA",201 to 500 Employees,1996,Company - Public,Software Development,Information Technology,$25 to $50 million (USD)
279,Data Science Admissions Specialist (Part-time),$18.00 Per hour (Employer Est.),"What is Pathrise?
Pathrise (YC W18) connects job seekers across North America to world class industry mentorship and career coaching to help them land a new career. The program is free upfront and our customers pay us back when they’re hired.

Built around aligned incentives, we help build equity in the job search process by providing 1-on-1 mentorship, training, and a platform to uplift job seekers and ultimately, help them fulfill their hopes, ambitions, and livelihoods. We’ve already helped more than a thousand fellows land meaningful jobs, and helped them earn over $100M in salary.

In 2022 we raised our Series B and there is even more exciting growth on the horizon. That year we expanded from 6 to 14 industries, launched a tiered pricing system with differentiated product offerings, and much more.

Our Mission",4.7,"Pathrise
4.7",Remote,51 to 200 Employees,2017,Company - Private,Education Support & Training Services,Education,$1 to $5 million (USD)
